Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Guam,GUM,72.04100037,68.10700226,66.04299927,65.92299652,65.99299622,66.06800079,66.18699646,66.11499786,66.17700195,66.41100311,66.53399658,66.6210022
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Greece,GRC,46.35900116,44.40800095,34.07699966,33.34400177,32.45700073,32.70399857,30.41200066,27.81299973,26.47400093,26.4640007,25.97100067,25.68499947
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Ghana,GHA,57.92100143,53.42200089,44.54999924,44.71500015,44.84199905,44.94800186,45.06200027,45.20299911,44.84199905,44.4280014,43.97299957,43.80599976
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Germany,DEU,63.16199875,54.58100128,54.09899902,54.54399872,52.78099823,52.39599991,51.54899979,50.43399811,50.88700104,51.04999924,52.32099915,52.2840004
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Georgia,GEO,42.12400055,43.69400024,51.23300171,53.75500107,54.0340004,52.85599899,54.04800034,52.72700119,50.88399887,50.24900055,49.55899811,49.69800186
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,"Gambia, The",GMB,42.64599991,45.52899933,46.27299881,46.45800018,46.65599823,46.41600037,46.14899826,45.84899902,45.74499893,45.54899979,45.26200104,45.25600052
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Gabon,GAB,27.19099998,26.05200005,21.64999962,21.34499931,21.11700058,20.9829998,20.91699982,20.86199951,21.10899925,21.27099991,21.35300064,20.89100075
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,French Polynesia,PYF,50.97499847,48.24499893,45.26699829,45.5929985,45.59600067,45.10900116,44.38299942,43.47499847,43.18500137,43.4070015,43.71099854,43.82699966
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,France,FRA,47.56000137,39.73099899,42.89599991,41.53300095,40.84199905,40.80799866,40.01499939,40.75099945,40.54999924,41.13199997,42.09700012,42.08300018
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Finland,FIN,64.20999908,51.94499969,48.90399933,50.10400009,50.73199844,50.19499969,51.19400024,51.08499908,50.87799835,52.38000107,51.98099899,51.56999969
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Fiji,FJI,59.4469986,53.55400085,49.6969986,49.80500031,49.05400085,48.4109993,47.72000122,50.25899887,52.43299866,51.79199982,51.13000107,50.72299957
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Ethiopia,ETH,79.91400146,80.86799622,80.03299713,79.81500244,79.61699677,79.43299866,78.35800171,77.27600098,76.40399933,75.4940033,74.57800293,74.46099854
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Eswatini,SWZ,42.375,31.81900024,27.20100021,27.17399979,27.2140007,27.28100014,27.33300018,27.34199905,26.91900063,26.61800003,26.31100082,26.05400085
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Estonia,EST,59.34500122,43.91799927,42.10800171,43.67300034,44.74499893,41.26599884,41.72499847,46.33599854,47.20700073,50.86899948,50.66699982,48.50999832
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Eritrea,ERI,79.5019989,79.34300232,69.89199829,71.41699982,72.71399689,73.78399658,74.62999725,75.24199677,74.5739975,74.04399872,73.46399689,73.07900238
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Equatorial Guinea,GNQ,41.50899887,37.16999817,36.18600082,35.42200089,34.75400162,34.44100189,34.43600082,34.43999863,33.76900101,33.27199936,33.19100189,33.47200012
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,El Salvador,SLV,72.37999725,64.21900177,58.03699875,58.25899887,58.65000153,57.60599899,56.88499832,56.24000168,57.09000015,57.54399872,56.45899963,56.52899933
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,"Egypt, Arab Rep.",EGY,44.4659996,43.63499832,49.48500061,48.39899826,49.07600021,49.6570015,47.64799881,43.32099915,42.32600021,38.65499878,38.4070015,38.5530014
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Ecuador,ECU,57.9679985,64.2990036,56.3390007,54.22700119,54.72200012,52.32799911,53,54.65200043,55.55199814,57.20299911,55.89799881,55.64500046
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Dominican Republic,DOM,67.98500061,60.39400101,50.52600098,51.88700104,51.93000031,51.8429985,53.01900101,57.09000015,57.92100143,56.54600143,55.41500092,55.25099945
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Djibouti,DJI,69.74199677,61.82899857,45.45899963,44.58399963,43.79499817,43.07799911,42.37099838,41.63899994,41.23500061,40.64099884,39.97700119,39.77099991
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Denmark,DNK,76.77500153,75.41000366,67.51899719,66.96700287,63.93099976,60.91600037,60.95199966,61.63600159,64.9469986,62.34000015,62.20700073,61.88999939
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Czech Republic,CZE,55.58800125,48.46500015,35.93999863,35.3030014,36.20199966,36.63100052,38.03499985,37.63100052,38.17699814,37.20100021,34.80099869,33.43299866
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Cyprus,CYP,50.60900116,45.36899948,41.60599899,41.0359993,42.00099945,40.98099899,42.62599945,39.60499954,37.19400024,34.72700119,38.04199982,37.64599991
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Cuba,CUB,45.27399826,43.19800186,48.27600098,47.9109993,47.51200104,46.84999847,46.28900146,45.51599884,45.17300034,45.3769989,45.46300125,45.81399918
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Croatia,HRV,46.90800095,44.81200027,41.4280014,38.24000168,34.86600113,34.63499832,38.35300064,37.95899963,41.76800156,41.12900162,38.56499863,38.72399902
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Cote d'Ivoire,CIV,65.72299957,59.73899841,46.77899933,45.54299927,44.32300186,43.11999893,41.93600082,40.77500153,39.64400101,39.29700089,38.92499924,38.69100189
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Costa Rica,CRI,74.3789978,65.19300079,54.85499954,52.73500061,58.4640007,55.83599854,56.79600143,53.9620018,51.51599884,52.85499954,54.71500015,54.4129982
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,"Congo, Rep.",COG,48.40999985,43.42900085,42.25500107,42.63100052,42.85300064,42.94400024,42.94499969,42.87400055,42.65000153,42.33300018,41.92100143,41.9129982
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,"Congo, Dem. Rep.",COD,38.81700134,39.74700165,34.875,33.86600113,32.88600159,32.97900009,32.97999954,32.88000107,32.85599899,32.6969986,32.43199921,32.11199951
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Comoros,COM,21.80699921,18.60499954,15.11299992,14.9289999,14.7329998,14.52799988,14.30900002,14.07499981,13.88700008,13.65799999,13.39900017,13.19900036
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Colombia,COL,70.59400177,67.75299835,63.16699982,64.52700043,66.04000092,64.10900116,64.33499908,64.49199677,62.57600021,61.30400085,60.95199966,60.93000031
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,China,CHN,77.33799744,69.28800201,58.13000107,57.18799973,55.76699829,53.88299942,51.98099899,50.3769989,49.02799988,47.95800018,47.09899902,46.75400162
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Chile,CHL,58.54199982,49.38100052,45.18099976,45.18299866,43.48600006,42.37900162,42.55899811,42.61899948,40.69400024,39.26499939,37.45299911,37.18299866
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Channel Islands,CHI,60.02299881,54.12200165,51.48699951,53.50999832,53.23799896,52.55099869,52.6780014,52.4659996,51.90999985,51.82799911,52.02000046,51.9980011
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Chad,TCD,55.29600143,58.80500031,58.50500107,58.2859993,57.93899918,57.48799896,56.94400024,56.31499863,55.85200119,55.29299927,54.64500046,54.50500107
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Central African Republic,CAF,57.31800079,56.04700089,58.10100174,58.88800049,59.47299957,59.85699844,60.09700012,60.25299835,59.67300034,58.97900009,58.1969986,58.52000046
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Canada,CAN,72.51899719,65.85800171,64.5490036,64.80200195,63.3769989,63.76399994,63.7140007,64.04799652,63.48099899,63.89300156,63.38600159,63.18099976
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Cameroon,CMR,75.14700317,71.95999908,61.38299942,61.30699921,61.18899918,61.01499939,60.75400162,60.38899994,60.02500153,59.54999924,58.97999954,58.64199829
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Cambodia,KHM,64.92700195,60.3390007,79.69599915,78.87200165,76.38800049,74.05899811,74.26799774,74.26499939,76.54100037,76.16000366,75.58999634,75.46900177
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Cabo Verde,CPV,78.89399719,62.84199905,49.08200073,48.04499817,47.01900101,45.91600037,44.6570015,43.22600174,41.90499878,40.4129982,39.39199829,38.69800186
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Burundi,BDI,78.90399933,65.96299744,54.35300064,53.23199844,52.10599899,50.95500183,49.7519989,49.84899902,49.82400131,49.64199829,49.33000183,48.83499908
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Burkina Faso,BFA,83.89099884,79.31600189,68.19499969,66.13300323,64.01100159,61.83399963,59.60900116,59.30599976,59.01900101,58.69800186,58.33000183,58.03499985
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Bulgaria,BGR,42.15800095,35.19300079,35.73099899,33.65100098,34.98600006,33.97100067,31.36899948,30.84000015,28.60000038,31.1609993,28.61700058,27.6439991
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Brunei Darussalam,BRN,54.94800186,53.6629982,48.64799881,47.73099899,46.56900024,45.29899979,44.14199829,43.21699905,42.47700119,41.93500137,40.58399963,40.66199875
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Brazil,BRA,79.49900055,71.08399963,67.19799805,65.38700104,65.18299866,63.9109993,62.5890007,62.26100159,61.65800095,61.9980011,62.06100082,61.97600174
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Botswana,BWA,54.01100159,42.02799988,42.68500137,45.04000092,47.43299866,49.81999969,49.9070015,49.80899811,49.26399994,48.46500015,47.51599884,47.46900177
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Bosnia and Herzegovina,BIH,36.69900131,36.55899811,39.68399811,38.93000031,37.63600159,36.37599945,35.1230011,38.08200073,37.49900055,38.99499893,40.77000046,41.9620018
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Bolivia,BOL,60.86000061,60.60599899,58.68500137,60.24000168,54.46699905,53.6269989,60.64799881,54.67900085,51.30400085,52.01800156,55.96900177,55.52899933
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Bhutan,BTN,59.58800125,51.65399933,41.40200043,37.27000046,30.44000053,32.15499878,27.92499924,32.20600128,31.69799995,31.20800018,30.68000031,30.28899956
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Benin,BEN,79.47299957,62.83200073,39.16999817,40.92699814,40.72200012,40.47100067,40.18700027,39.87900162,39.63299942,39.34199905,39.00799942,38.75600052
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Belize,BLZ,70.11799622,64.63200378,62.49399948,62.32099915,62.18399811,62.07799911,62.74900055,61.64500046,62.9090004,62.7519989,62.68399811,62.63999939
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Belgium,BEL,37.61199951,38.76399994,35.09600067,33.74599838,34.49499893,33.31200027,32.11100006,32.89400101,30.93899918,30.88400078,31.55200005,31.13100052
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Belarus,BLR,47.63399887,48.19400024,50.69599915,51.06100082,51.18399811,51.06600189,50.75899887,50.29899979,50.10400009,48.59799957,48.05099869,46.11299896
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Barbados,BRB,68.23100281,61.70199966,52.75500107,55.62200165,49.55799866,50.31100082,46.48899841,47.31999969,48.02999878,47.86100006,47.85300064,47.47600174
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Bangladesh,BGD,78.19200134,73.62200165,64.04100037,62.54899979,61.04299927,59.52500153,58.00299835,56.49000168,55.02799988,57.2859993,57.23300171,56.92599869
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Bahrain,BHR,60.61399841,55.81499863,54.0870018,52.27099991,52.98099899,53.80699921,54.75500107,55.74399948,56.88999939,56.74300003,54.82899857,51.23899841
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,"Bahamas, The",BHS,62.79700089,60.72000122,62.38800049,62.72999954,62.94300079,63.79499817,64.54499817,64.96099854,65.62599945,65.70999908,65.58699799,65.74099731
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Azerbaijan,AZE,45.24300003,47.45800018,35.10800171,33.93099976,34.07099915,34.51599884,36.88499832,38.39500046,40.53900146,42.54299927,44.18799973,43.17399979
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Austria,AUT,66.23100281,60.92599869,62.54899979,63.4980011,63.02799988,62.23500061,60.7519989,60.77199936,60.33599854,58.27500153,59.08599854,58.86999893
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Australia,AUS,75.39299774,71.81400299,69.67700195,68.81999969,68.21499634,67.34999847,66.90299988,67.85500336,67.16400146,67.20700073,67.76999664,67.33599854
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Armenia,ARM,36.38399887,33.43799973,41.5719986,46.50400162,46.31600189,45.84199905,43.39699936,44.7820015,41.27799988,39.34600067,38.50299835,38.40299988
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Argentina,ARG,56.47900009,54.13800049,49.27799988,49.2519989,48.93199921,48.41600037,46.93799973,46.70199966,46.38999939,45.98699951,45.84199905,45.45999908
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Angola,AGO,55.54700089,55.45100021,55.45999908,55.7120018,55.83399963,55.84700012,55.75799942,55.56499863,55.39199829,55.10699844,54.71900177,54.64599991
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Algeria,DZA,63.72299957,59.17100143,46.63199997,45.31700134,44.03699875,45.48600006,42.9109993,42.90599823,42.81999969,42.71900177,42.42300034,41.67900085
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Albania,ALB,61.57799911,59.04499817,37.99000168,41.90200043,45.93500137,38.00899887,37.20000076,39.24100113,38.57500076,37.79999924,37.13800049,36.77000046
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,Afghanistan,AFG,63.74000168,63.32400131,63.09400177,63.03699875,62.99100113,62.18899918,61.41999817,60.67900085,59.9070015,59.13800049,59.0929985,59.00699997
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Zimbabwe,ZWE,0,2.242490559,60.64079363,71.34923418,96.17835099,102.1182479,86.83967351,92.34710538,91.79345804,98.98507333,89.40486891,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Zambia,ZMB,0,0.949054642,40.03378954,58.2217415,72.75884453,69.64640308,65.68185874,72.78457238,73.43823048,79.73690961,89.15704437,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,"Yemen, Rep.",YEM,0,0.184053464,47.87332937,49.00958468,56.7968737,66.98463827,66.2187927,56.69113113,60.48634124,55.17502377,53.67893316,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,West Bank and Gaza,PSE,0,0.219478704,64.19671809,69.52308496,73.90418602,73.61753936,72.20164028,77.96137302,80.10067188,84.17979591,89.97575355,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Virgin Islands (U.S.),VIR,0,32.19219661,..,..,..,..,..,..,..,..,..,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Vietnam,VNM,0,0.986803822,126.8309427,143.2610195,146.6268374,136.343827,148.4488188,129.8315152,128.7907855,126.8661299,147.1952734,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,"Venezuela, RB",VEN,0.037804343,22.51600355,98.03161329,99.63349674,104.1151279,103.7441238,101.6145342,96.71458807,92.46141578,83.30482214,71.76613811,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Vanuatu,VUT,0,0.197327163,71.94203488,56.44109078,58.55093608,49.58170164,59.13531498,64.47755689,78.54094061,79.86270183,85.90542572,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Uzbekistan,UZB,0,0.214485654,73.47477508,87.79991103,68.84378307,71.82796594,71.11984505,70.42874879,73.99520784,75.92497884,71.51737128,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Uruguay,URY,0,12.37408637,132.0867747,141.2145504,147.8394779,155.4222036,161.658505,151.390984,149.4317533,148.3299827,149.9042265,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,United States,USA,2.095449994,38.86183584,92.26777096,95.44904589,97.06859919,98.19768385,111.5562164,119.1439209,122.5945483,123.0448345,129.0140075,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,United Kingdom,GBR,1.949788876,73.74331268,120.9109032,120.5248128,121.3932216,121.0666567,119.9282021,120.3319425,119.0555562,118.5398273,118.3651292,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,United Arab Emirates,ARE,1.836436903,45.56754142,127.7898753,131.0796167,150.6876042,174.6434462,182.5342367,193.7034838,212.6389865,208.9785999,208.5048332,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Ukraine,UKR,0,1.675927027,117.7678197,121.9416066,130.8590206,138.4411243,144.2788474,142.0030379,133.1689539,131.3565115,127.753861,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Uganda,UGA,0,0.536626118,39.5590167,49.87635009,47.32928353,50.62023108,55.17502217,52.89740582,57.60142849,60.60467775,57.27260732,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Tuvalu,TUV,0,0,15.19468186,20.03197592,26.07319117,31.31620153,34.63361283,59.46481665,67.70601336,70.36059807,..,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Turks and Caicos Islands,TCA,0,..,..,..,..,..,..,..,..,..,..,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Turkmenistan,TKM,0,0.166071283,62.85610608,102.4335704,111.9990888,114.1421644,131.8270693,140.909175,151.4384088,162.8611033,..,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Turkey,TUR,0.058991027,25.51131485,85.40330063,88.9417952,90.66255197,91.749337,93.08443422,93.77284502,94.02943867,95.91170472,97.30132788,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Tunisia,TUN,0.011562032,1.227448537,104.5035356,115.321117,118.4095753,116.0633787,129.1094051,130.5540392,126.3459615,125.3697596,127.7071968,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Trinidad and Tobago,TTO,0,12.77351669,142.6227669,136.6734073,140.0696302,143.5967121,145.3791808,154.9537045,157.223424,146.7160721,141.9293402,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Tonga,TON,0,0.183724087,52.21856788,53.10828296,54.50811295,56.50106124,67.30807301,72.92346772,79.10375446,105.8236436,104.5941258,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Togo,TGO,0,1.015351712,40.52340517,40.86352778,48.89773243,61.29638252,63.26861866,66.2993479,73.30838776,78.84556082,77.88610174,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Timor-Leste,TLS,0,..,43.25652044,55.17229918,54.81052856,56.36030362,117.151723,115.0770458,122.3766657,125.2052269,115.8142833,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Thailand,THA,0.111783995,4.854442805,106.7434632,114.7080111,125.3199593,137.7205427,141.8728508,149.8111512,173.5054814,175.5964942,180.1826119,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Tanzania,TZA,0,0.329912553,47.3179195,56.19549248,57.8480982,56.60282982,63.77561693,77.04656442,75.48495237,73.09478999,77.24135223,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Tajikistan,TJK,0,0.018660495,78.92295793,82.1564376,82.89697498,93.51508709,96.92550425,100.4136726,108.5001937,111.5281656,..,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Syrian Arab Republic,SYR,0,0.18280591,54.75007196,61.27081563,63.5064898,62.77893855,75.03589254,79.52406813,76.43527339,89.99935539,101.0895154,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Switzerland,CHE,1.879595387,64.93104962,123.505678,127.5154446,131.8813583,136.2535853,135.876155,135.5130156,134.1553264,131.1359393,126.7727087,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Sweden,SWE,5.383206823,71.74688458,117.0629429,120.9950659,124.1609811,124.9152424,127.0363865,129.4305347,127.5231707,126.3951989,126.8307474,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Suriname,SUR,0,8.716018083,98.49470169,99.69038396,105.1407403,158.7089866,167.6929834,134.2157552,142.8391115,139.5050973,130.604698,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Sudan,SDN,0,0.068709204,52.37581181,70.88093666,76.41808263,74.60472776,73.19201515,71.81590856,69.78439192,70.18317784,72.00791416,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,St. Vincent and the Grenadines,VCT,0,2.190492095,121.7412591,121.6893164,117.1134781,115.4259726,105.6549177,103.8690585,102.9143332,105.4786164,96.06572847,..
